"u","area_q025","area_q50","area_q975","area_MAP","time"
"other",71.4987922539016,153.217752130524,250.222396624294,101.81004195416,1970
"rough",103.487639151993,195.725597134689,293.439358802011,143.838366590576,1970
"urban",208.262865736199,303.393288201653,424.080763193749,319.613402717166,1970
"woods",333.721537079136,429.259961270796,533.577005151262,398.620096799947,1970
"crops",751.069034189968,874.346460477058,997.778075849153,832.774343752199,1971
"grass",660.980263100901,786.114788498242,911.345030528458,778.88944207413,1971
"other",84.3794336684566,167.498300499241,283.119703791729,113.919768240875,1971
"rough",142.813010441691,253.674382845516,375.821170360808,210.54696120786,1971
"urban",217.579835726009,318.951308005801,451.355109043708,273.906530384243,1971
"woods",382.394943092026,471.118676472558,571.008806303509,493.013486229923,1971
"crops",793.768204289814,911.663227509591,1030.60018591155,870.006424270074,1972
"grass",809.737830407522,957.435138763264,1098.76263476348,1040.26427190148,1972
"other",61.6051223025554,147.935388890871,260.499555843776,116.105490916823,1972
"rough",183.858272474854,306.462225762491,414.208768092228,304.928247873579,1972
"urban",202.826793578457,310.966671970047,441.874598271621,304.566143442341,1972
"woods",357.883483371868,452.827169318007,555.253557460592,415.367692924552,1972
"crops",874.277605087465,998.517026573589,1122.272775788,1031.78651071556,1973
"grass",942.094506278814,1062.55806754595,1188.7018376124,1103.35626801014,1973
"other",77.0208595811067,152.634518286382,248.409915126991,101.611914702094,1973
"rough",313.581846141912,439.26631040438,556.112125700688,364.216770123751,1973
"urban",187.266714201102,286.896572877882,415.631195968921,237.025291759262,1973
"woods",352.906409871037,436.515746457927,546.114354850799,428.567696405234,1973
"crops",982.923960571741,1126.30639580141,1251.667410898,1118.79490728631,1974
"grass",1011.87013325732,1145.12965283056,1303.16436360018,1151.64409296025,1974
"other",78.383432659647,168.415156281572,264.987077726329,156.21987504232,1974
"rough",297.462458836159,441.763989244922,559.612789695732,452.727231436981,1974
"urban",200.067416573516,306.132907481935,423.102196202822,213.647898320549,1974
"woods",360.079225929541,453.205665609652,546.162637186339,469.096632632469,1974
"crops",1035.7396576893,1181.77592678294,1305.89065870007,1100.59341099159,1975
"grass",1115.30253038025,1277.69334893856,1418.86372347956,1281.62130563569,1975
"other",78.6201696924902,161.906005046387,266.131832911798,85.4990253946904,1975
"rough",400.298574098267,537.893554829423,654.590573943722,477.585334391582,1975
"urban",184.432970157779,293.308006257844,418.240154706918,308.863929134777,1975
"woods",327.186432685148,422.602799775072,514.205533945489,401.667396283373,1975
"crops",1155.26322859478,1282.52968191572,1419.06318029307,1283.13711654815,1976
"grass",1295.90071587116,1420.84436005891,1560.91686522686,1419.64809922458,1976
"other",74.1704394846348,150.549154558853,254.288984875479,105.095748941921,1976
"rough",454.744397592297,574.21226572666,704.905157084229,560.532879506718,1976
"urban",181.532303462667,279.275877326107,396.921561113052,279.275877326107,1976
"woods",314.141268045229,412.43599692312,501.952035918004,367.513089037476,1976
"crops",1257.16647694039,1417.4659527185,1575.33636108414,1438.01335908368,1977
"grass",1306.16389812678,1486.21819803723,1635.92344874315,1546.28742169762,1977
"other",98.4925620800578,184.737698389894,283.752096451856,168.447137112971,1977
"rough",413.700803024857,566.904846142672,709.372395982316,556.826373000174,1977
"urban",226.176895959949,334.178646917715,456.040560459463,281.223841855737,1977
"woods",349.998421822426,435.059545875128,542.598510944231,443.025599335472,1977
"crops",1317.38545450882,1460.91020318749,1611.69850007117,1447.75363764575,1978
"grass",1442.39663316777,1636.23869305364,1809.53546858939,1581.44786719186,1978
"other",77.3953388902508,155.495979093891,254.017194835066,113.316433702296,1978
"rough",566.168456055861,690.324991059856,796.153571950925,678.288115911186,1978
"urban",183.718185355511,308.984455017499,422.136876490646,251.063209577626,1978
"woods",315.75943880986,408.528394738028,503.036645679278,331.728465224298,1978
"crops",1387.06951682632,1521.3862546126,1674.2497143155,1504.86051375424,1979
"grass",1636.78255516125,1796.58280577909,1984.7584057214,1788.95777364377,1979
"other",87.5992268026718,171.183098189066,277.495960317951,130.077479306437,1979
"rough",557.735527653171,683.135631363142,789.621721760366,598.632730647683,1979
"urban",195.890136054477,304.952245473105,430.190043578645,276.18776295766,1979
"woods",339.625150711585,436.221667012325,516.7776987424,438.859650251636,1979
"crops",1457.16078672392,1610.33573663577,1738.48203801792,1616.60354722203,1980
"grass",1744.63287582211,1925.43650424688,2095.65217951834,1875.76447599305,1980
"other",78.1881584206523,148.518228385306,258.419000032003,63.7661375260199,1980
"rough",685.210498614308,824.408747066805,950.947965454352,796.169860354494,1980
"urban",171.850809025181,283.604193683257,401.028731946117,277.04884966977,1980
"woods",319.549526141785,412.428480566739,506.552761578859,364.339988564889,1980
"crops",1411.392239265,1572.07417114836,1756.98389096736,1565.79602053782,1981
"grass",1535.29968157274,1774.04699413496,2013.33235976773,1723.84150628012,1981
"other",91.3593187490316,199.503844856314,311.34323916234,91.5383775955428,1981
"rough",581.311870491206,688.964260546316,811.452654591466,676.187452439059,1981
"urban",239.596919127551,348.466833913506,462.856914431506,330.612591989394,1981
"woods",367.004458231314,447.463001579495,542.071502344086,433.525088764633,1981
"crops",1340.69058755659,1499.35421044582,1665.45906441694,1436.44365565133,1982
"grass",1623.81309007666,1807.28113291821,1971.5642330177,1849.70496079031,1982
"other",76.1947898030367,162.371012256761,266.45028364315,168.891886135141,1982
"rough",618.459084689947,723.149123904574,844.899004194583,670.699628370115,1982
"urban",183.079792153474,280.803667631161,396.812816484245,261.016839357866,1982
"woods",318.581206110988,408.950616137887,506.270300000011,365.231149426827,1982
"crops",1208.66935255053,1362.36222572807,1523.15407011331,1244.38261035539,1983
"grass",1665.60038953656,1839.67276703579,2029.52103999975,1812.79340950982,1983
"other",42.8504231957516,118.801922935737,207.239843519295,94.0724329174456,1983
"rough",683.317009301358,805.167588657611,938.575079463995,830.523064953634,1983
"urban",134.543331113611,229.472659381009,339.496634383561,217.947103160218,1983
"woods",267.520791920359,366.017449946374,454.636426441635,327.276762236594,1983
"crops",1354.68252084576,1496.04291680267,1644.19404641269,1500.75366334425,1984
"grass",1416.35330831734,1574.92852383445,1754.01194497058,1638.78093809521,1984
"other",84.2035802969284,165.857517297205,261.632019235022,157.76657056924,1984
"rough",552.825753822339,667.5961971204,781.72706428691,686.199219447461,1984
"urban",174.837203625687,279.586272671434,396.775610030596,177.841496586921,1984
"woods",330.65929827447,421.365250207468,527.133827313934,394.854044989031,1984
"crops",1304.17472173846,1449.03851942435,1579.97334262551,1400.96307891815,1985
"grass",1334.932007748,1501.14475969129,1657.45705436615,1547.8893008767,1985
"other",82.7416191263385,174.995221118535,281.654790318659,94.7374311871695,1985
"rough",577.970815941777,677.649580923097,794.474106369283,743.763562414885,1985
"urban",171.560254215068,286.603483431833,417.768269440355,264.504403041822,1985
"woods",325.542983081153,420.975192825091,513.131394618084,354.931001623437,1985
"crops",1140.2445850103,1270.48733802541,1398.30357206799,1244.16215747688,1986
"grass",1387.4013899427,1574.92286368596,1746.90135504552,1582.45863281491,1986
"other",86.7782227442625,165.9532618819,267.859123473756,108.601125540798,1986
"rough",502.831212972525,599.585479961391,725.421378513458,552.342141716509,1986
"urban",159.297117288299,276.376719089235,393.251219072788,233.221063469345,1986
"woods",327.579832440797,421.790143678631,520.609745945234,407.554924220742,1986
"crops",1103.67918702723,1246.32368255042,1398.09036717733,1138.03227210192,1987
"grass",1355.32801388456,1532.88420229517,1694.19423061974,1516.25895265523,1987
"other",56.5371998030909,151.831833567711,242.384478511761,88.3838099767046,1987
"rough",454.012627047396,578.179748266129,709.059885555248,559.950693996521,1987
"urban",127.096944874388,255.201393673471,366.565599438227,215.787004504808,1987
"woods",317.12941888379,419.698299624258,516.939133988087,359.67128958498,1987
"crops",1001.41631267292,1120.0993137241,1243.22297260034,1086.4491200333,1988
"grass",1303.79659884748,1459.99116001246,1598.75218134594,1436.77207705568,1988
"other",77.1860706985716,164.425217109722,264.11228029571,157.662941006397,1988
"rough",474.184684059475,587.138245820953,704.832877027456,561.077311442635,1988
"urban",150.32392078011,255.526850053783,370.305893529603,204.341178810613,1988
"woods",352.104950953905,441.332797890172,537.23396278542,453.464842943098,1988
"crops",809.411264378491,914.79583619825,1037.36312963857,869.127436266822,1989
"grass",1313.33031376178,1472.56967425602,1641.29653462413,1486.04459598194,1989
"other",91.2127768089038,169.866861981817,279.567684339403,124.927158697229,1989
"rough",468.766268307563,580.436299310903,709.715803222281,616.548393867167,1989
"urban",142.549133551412,247.647834326679,364.579627490863,185.663684109511,1989
"woods",368.754805159121,455.396637614838,552.890714302979,407.681939249734,1989
"crops",768.816487098241,892.919455758162,1002.24042137115,896.665403232917,1990
"grass",1330.56029694948,1460.08973924975,1591.82788373673,1456.64209107597,1990
"other",55.5276045940292,119.785332978498,196.416463371716,62.7609263986855,1990
"rough",431.68324140685,545.982503889711,652.215810124316,481.714897749992,1990
"urban",114.513785138034,199.178345623197,297.144186338428,226.433071185736,1990
"woods",314.429389851981,407.738845162088,499.147195971702,389.977721064374,1990
"crops",791.079408239733,901.182392140686,1006.19488697419,869.524397149738,1991
"grass",1273.41914844608,1408.1711486304,1547.77392319805,1357.02147955501,1991
"other",64.7732742491298,126.386971572801,207.362731961835,74.8530411224659,1991
"rough",494.019963322845,599.621650268394,721.726187453937,572.286917944552,1991
"urban",123.900480070862,214.752963694084,315.849827136005,194.70711325828,1991
"woods",252.54032350771,336.590812510064,419.978846902284,275.926404961107,1991
"crops",920.95753178793,1039.65813537561,1160.15493353405,1083.2385454534,1992
"grass",1088.60515554182,1234.5017511321,1383.14517257003,1213.2197057087,1992
"other",57.8365844332321,123.745533118986,203.956862999593,77.7886850895158,1992
"rough",519.435085751752,628.211660327578,746.661208898202,677.500675217775,1992
"urban",120.861666951602,208.360668936982,302.634615100589,217.765359020859,1992
"woods",228.642322608271,323.513119748147,407.401402567277,263.833301118958,1992
"crops",834.902623279551,954.937861090975,1067.22937997488,986.233905138784,1993
"grass",1207.99259697454,1338.8028835209,1497.4531042268,1336.38129478426,1993
"other",69.8965716129625,127.700125140357,204.270911590794,81.9563091900663,1993
"rough",485.790120862381,593.595492231831,709.306451301694,567.35380305332,1993
"urban",116.202273129772,206.205287044627,294.636768122465,89.5457614098609,1993
"woods",232.321270225692,319.797915933159,409.746075984991,314.441476966714,1993
"crops",733.865547960419,852.35688188473,967.484517028648,820.059923088293,1994
"grass",1192.5145347785,1349.69203986572,1491.23669023263,1330.42068197774,1994
"other",72.5092428612082,142.887575448853,223.04992806848,70.6911148617932,1994
"rough",527.290697130645,644.916077765034,762.902382679883,618.063043658939,1994
"urban",140.224360960726,228.542873420883,315.058409716182,197.244059660467,1994
"woods",249.482076914004,342.295214279282,419.274898605968,302.445416396085,1994
"crops",665.494218203577,787.464751013124,909.39347575044,785.719669064017,1995
"grass",1143.15288191939,1286.97469570671,1433.29517891433,1245.08897800541,1995
"other",88.6634310112928,165.321472661149,246.087133459746,133.177776779743,1995
"rough",594.661090327137,716.781413189759,829.649726468875,701.213242503943,1995
"urban",169.845556146393,263.586513601026,371.28641456852,214.277765167679,1995
"woods",254.887937442794,348.1550850584,444.592846363522,328.327451561656,1995
"crops",722.788901023164,842.953161048549,953.793303542393,807.853984257294,1996
"grass",1150.25134937194,1289.35156014282,1422.79132261951,1282.02049764493,1996
"other",67.787936636902,137.839564282285,217.83408799989,107.184802559903,1996
"rough",600.945345112725,717.21569643388,825.314289745121,712.951565150148,1996
"urban",110.320120518528,208.002889143618,320.283149208922,134.212013895879,1996
"woods",208.743483231115,298.287319734913,383.644318893064,250.476323954655,1996
"crops",750.095206801391,860.127525924895,971.77214954161,817.051102680588,1997
"grass",1101.18966915146,1246.54683256132,1372.89836227592,1199.05507854906,1997
"other",86.931181092937,160.092622035124,244.113551005577,108.095036118885,1997
"rough",552.868248323261,668.437157009479,776.366280596184,689.682179910982,1997
"urban",143.443077764582,235.976875545942,326.484705877737,138.898598856248,1997
"woods",246.183906062619,322.8150022688,416.763011899645,298.729314317564,1997
"crops",626.461096127635,733.250679815705,849.691607056264,756.507507588462,1998
"grass",1154.44751273995,1304.27970884592,1455.08808806716,1255.7056515223,1998
"other",79.4801900051191,155.129243507967,233.037185495337,108.437222385035,1998
"rough",633.225208751435,758.547418149378,882.075292524597,737.571215064575,1998
"urban",135.377647032903,217.797898565093,314.904089892373,172.097564519095,1998
"woods",211.024374373789,301.703696040374,385.938839177196,284.212739425132,1998
"crops",571.146525643946,685.805690280643,802.014343465825,659.55074106388,1999
"grass",1214.74842618209,1341.21117083522,1462.56387385147,1320.30735099183,1999
"other",80.779113141447,153.186223616014,230.431672833597,92.3885706984261,1999
"rough",647.511391414535,776.804648461586,895.40054749782,785.384037362719,1999
"urban",122.813908855277,210.983478299687,303.661489607466,188.045088527784,1999
"woods",192.64455474282,288.508904609671,378.638258500837,248.390113084948,1999
"crops",541.86773258384,640.253563011116,756.471709763146,665.208044527594,2000
"grass",1087.38785871622,1219.09053270054,1351.04877619974,1213.45060020638,2000
"other",130.45358089672,195.23954242909,281.149758874545,160.136562568874,2000
"rough",677.944659144543,806.049888933455,921.30762155884,795.70915231406,2000
"urban",173.869645688838,261.27165411101,355.795946198783,207.054154468068,2000
"woods",251.969262843166,340.455914248912,434.677941707918,286.348695848741,2000
"crops",560.657532423841,670.387707145294,775.879507274985,665.349654162643,2001
"grass",1224.84818103858,1365.56092915564,1497.51860976383,1376.25582967235,2001
"other",67.9912137483117,128.003082700401,202.760491615027,51.0612318792057,2001
"rough",719.704239041467,827.149211959412,946.80735961097,753.571910887001,2001
"urban",110.414659982425,185.557106593425,278.063911176309,155.025304316431,2001
"woods",145.983815469496,233.800648461133,331.30717076285,204.432287710663,2001
"crops",408.146546830995,528.507793481173,633.437839985462,523.696492780275,2002
"grass",1142.83090998915,1283.22276711233,1404.66073732984,1197.36830248597,2002
"other",99.8454117188586,160.17618584746,243.265052931746,151.546834053285,2002
"rough",839.422564662022,960.69572303945,1066.58927768618,951.909332623808,2002
"urban",144.650947581842,233.113605199416,327.46307049247,235.164022888554,2002
"woods",192.320911214657,278.548328096304,378.468314686187,256.188726658074,2002
"crops",475.781277005709,595.80468970433,714.381404785513,591.299172259218,2003
"grass",1329.16366775732,1456.78576249614,1593.73157967805,1494.29544325452,2003
"other",88.1965399217668,160.129736772672,240.147492262157,88.1997497623297,2003
"rough",648.266397647456,775.894826892864,902.700878257157,746.14229846111,2003
"urban",130.216451698216,209.890760629278,296.257574934786,214.004257140514,2003
"woods",171.830853323666,259.02773196987,345.726876845434,246.162965017524,2003
"crops",511.702081712476,619.78480589293,732.077390053003,573.898098057871,2004
"grass",1171.18279419559,1291.03645120659,1440.91068593183,1352.18327170208,2004
"other",87.7668179511345,159.300201152347,242.817907347704,106.386345663142,2004
"rough",742.032064257621,869.47618837175,982.304063798275,901.107943596199,2004
"urban",140.044229895613,220.832626750004,301.805215566703,195.275698499404,2004
"woods",185.506138552207,267.837120390138,358.378226283166,240.368928837747,2004
"crops",451.772502218027,563.708083019542,693.500783496189,608.558907749573,2005
"grass",1235.41089600226,1380.17079637032,1509.0414924583,1373.71982447871,2005
"other",80.3588483529394,150.543046731683,226.921156733742,84.0057816607267,2005
"rough",782.166805785864,893.078051810128,1012.04560576092,850.219110015863,2005
"urban",134.031023343926,203.042248671052,295.451799710792,155.921168909751,2005
"woods",147.801562952062,242.558067686536,324.623084018705,235.87525053688,2005
"crops",339.807313758079,452.40985290679,577.581290660156,469.05941546806,2006
"grass",1291.36702801439,1445.86000226665,1591.62030120449,1423.83449627246,2006
"other",69.0743252131081,135.743376906846,217.636925026788,67.3550245453154,2006
"rough",834.294999097363,973.597600067677,1095.91379490786,938.754783299775,2006
"urban",111.652682431564,198.581806701673,292.269531331382,162.790314813098,2006
"woods",152.6839821032,234.372837958722,316.832535523482,203.114572712958,2006
"crops",518.663313891767,630.726647098909,746.777646604508,659.106874244646,2007
"grass",1228.60234722595,1355.5224922429,1483.51428859715,1367.70469394505,2007
"other",86.5049604233602,162.937014511034,239.528938275537,133.099774175712,2007
"rough",672.458458138549,799.123278208831,917.95038330172,758.16132008811,2007
"urban",142.762818939364,228.269456914827,315.026225067597,222.90118448959,2007
"woods",177.482211742498,259.318239564134,337.228925102391,259.744920513167,2007
"crops",471.339929901907,582.334677280771,700.256629564176,565.788111376846,2008
"grass",1202.2559619146,1333.46165828218,1457.82480341682,1363.13579099455,2008
"other",73.1356230542825,146.882195386943,223.080292817268,90.2908031138733,2008
"rough",786.283552382863,900.971691681107,1020.5180405555,855.048843843872,2008
"urban",119.317509393555,203.463358944453,295.293004626344,149.996582175,2008
"woods",137.691306701875,221.733493938605,301.121580046425,222.782474263166,2008
"crops",552.057535690111,666.597694660295,792.024129864559,574.269223735365,2009
"grass",1228.76766305272,1355.73454848539,1500.47841811285,1359.17752525657,2009
"other",79.6296791127502,141.321456639298,216.775694476442,112.215069292017,2009
"rough",663.533234465507,768.438381511945,884.494075292913,785.782503563641,2009
"urban",116.850888839772,199.066814558226,283.00455283389,151.833134013969,2009
"woods",157.36859303781,233.608372071819,317.653070047316,216.212225729067,2009
"crops",499.788056844081,613.552028647779,734.676421306944,592.942691590747,2010
"grass",1128.37584664187,1254.13447533935,1379.27544410229,1262.65062905195,2010
"other",115.070000261203,185.050542365782,258.78004596643,186.924037776954,2010
"rough",667.129796795661,772.575833881958,892.710465515413,778.733654858167,2010
"urban",172.452222459125,248.244572067509,339.484649780544,221.679956438142,2010
"woods",206.39882779089,286.893446821443,371.045380486105,231.269291580754,2010
"crops",621.492433486379,729.255192290055,847.279231972446,776.420257634809,2011
"grass",1120.69984712853,1256.88779959219,1382.14803117218,1243.81952556931,2011
"other",83.8388880416853,145.552929355349,213.595840148419,65.6171196723453,2011
"rough",555.644222787627,671.59711265501,798.683344806117,649.598024395693,2011
"urban",126.417150423166,207.398811580542,293.963232913079,154.443222113747,2011
"woods",184.754133800489,264.094405048267,348.654153906201,273.603613524391,2011
"crops",640.061144579902,748.761892027142,855.484744907985,711.624627243039,2012
"grass",1027.47145327512,1134.59703680249,1267.06197194514,1102.5877565375,2012
"other",66.250513001873,132.270784450328,200.11790758955,105.436401525915,2012
"rough",527.289756312499,629.300377190027,747.29393293143,621.062030435904,2012
"urban",114.693815397279,192.068933703652,283.704963856121,143.524637716093,2012
"woods",151.988480420676,224.662178604453,301.579175712281,196.195107196276,2012
"crops",538.988087416399,650.728896746825,750.305140913019,644.010725292035,2013
"grass",1031.04493196724,1141.79900977611,1263.81496893287,1084.16320826641,2013
"other",63.1632679212802,126.822787808692,185.295241303091,129.293438675726,2013
"rough",590.260394144266,700.987942453462,809.373872743502,735.702181587625,2013
"urban",99.1462846598773,182.089676311266,261.718874845584,133.489208225474,2013
"woods",129.628949710985,203.135418400155,292.797378760677,158.80441731706,2013
"crops",493.295920790402,596.335868816515,709.079345421648,596.614882558292,2014
"grass",1005.99408269595,1116.98301653089,1245.4699845931,1184.35221151633,2014
"other",71.1215682799664,136.928142612223,212.293637423474,105.717460734036,2014
"rough",574.073149898612,673.930554940251,790.600420387807,648.355068743449,2014
"urban",119.702440321545,192.859528666212,277.049246566586,158.827629070994,2014
"woods",135.219091422418,210.661349481664,289.907327578259,190.516749136666,2014
"crops",492.838330831234,600.921662668479,714.169335253595,573.47819691051,2015
"grass",938.602597550415,1066.42170045891,1179.60038914342,1046.98704244592,2015
"other",92.644099471386,157.575686715336,229.921415831671,128.910357808083,2015
