"u","area_q025","area_q50","area_q975","area_MAP","u_from","u_to","land_use_change","time"
"grass_to_rough",10.4936368326069,110.023423206863,233.996036557461,94.5572593395216,"grass","rough","grass_to_rough",1967
"grass_to_urban",26.4466870216835,128.231571881902,237.566347787213,84.7538912505297,"grass","urban","grass_to_urban",1967
"grass_to_woods",27.7272809210622,138.97825989419,256.444036613434,118.429928354467,"grass","woods","grass_to_woods",1967
"other_to_crops",1.17336996488609,24.7143683459154,94.0695981185251,13.4613916471719,"other","crops","other_to_crops",1967
"other_to_grass",1.24319132432395,27.001096219676,106.286690938836,33.0495657873785,"other","grass","other_to_grass",1967
"other_to_rough",1.16512456917748,21.4535137916534,90.7798908117351,9.19235300629183,"other","rough","other_to_rough",1967
"other_to_urban",1.21239418386364,27.1185305684171,105.130274546354,18.0192053032164,"other","urban","other_to_urban",1967
"other_to_woods",0.965678978752161,30.2687949171521,142.695364070748,81.7537567273828,"other","woods","other_to_woods",1967
"rough_to_crops",2.99345720724538,61.1815503577763,171.686449351487,38.9109932574998,"rough","crops","rough_to_crops",1967
"rough_to_grass",161.800681190802,267.783364906208,385.840168497143,325.160382123096,"rough","grass","rough_to_grass",1967
"rough_to_other",1.74619253625048,36.5154546395444,103.646692386292,7.79746063000407,"rough","other","rough_to_other",1967
"rough_to_urban",2.70236442072302,43.2694776789948,133.380530006284,19.1396626862639,"rough","urban","rough_to_urban",1967
"rough_to_woods",23.0338368640429,128.905083474161,257.553267222935,116.350453885763,"rough","woods","rough_to_woods",1967
"urban_to_crops",1.34544852532536,23.7240995410656,90.5575294641118,3.66593760865682,"urban","crops","urban_to_crops",1967
"urban_to_grass",2.03279594799886,37.3492366121537,125.083443554511,26.4464303360173,"urban","grass","urban_to_grass",1967
"urban_to_other",0.788620022014196,19.5439991908524,79.4204376168674,11.6350144341776,"urban","other","urban_to_other",1967
"urban_to_rough",0.520670261767247,18.6569595053153,95.8135000576756,6.69397185394076,"urban","rough","urban_to_rough",1967
"urban_to_woods",1.10609896504898,34.348747218831,106.302490652789,6.17058349497192,"urban","woods","urban_to_woods",1967
"woods_to_crops",0.520043529659249,18.3206667484021,70.6895050359627,1.22538082148939,"woods","crops","woods_to_crops",1967
"woods_to_grass",0.821760723738088,19.7274202766131,80.6337711010549,11.763900913597,"woods","grass","woods_to_grass",1967
"woods_to_other",0.715035086672762,13.8264178259946,57.6354673230776,19.1684994503706,"woods","other","woods_to_other",1967
"woods_to_rough",0.802952113465647,16.7458086952647,67.705820158,17.7540450638498,"woods","rough","woods_to_rough",1967
"woods_to_urban",0.702066052961933,16.0849335503568,77.3487546281639,39.6668306118687,"woods","urban","woods_to_urban",1967
"crops_to_grass",215.747019477594,329.832366516858,441.053111079769,313.301942206943,"crops","grass","crops_to_grass",1968
"crops_to_other",1.09783260866353,25.7975125942173,98.8520531306402,14.6382467411052,"crops","other","crops_to_other",1968
"crops_to_rough",2.31207359614128,36.6744943257369,115.982810065279,70.0789971026344,"crops","rough","crops_to_rough",1968
"crops_to_urban",1.94883944369533,50.4483038409692,150.912154245914,61.20368708806,"crops","urban","crops_to_urban",1968
"crops_to_woods",1.57686818847403,44.6945648707283,131.588140238869,3.30691407248696,"crops","woods","crops_to_woods",1968
"grass_to_crops",510.619479581682,671.114210607041,789.018073107149,690.205388340503,"grass","crops","grass_to_crops",1968
"grass_to_other",1.36578017520709,39.1156251758459,121.679341482955,13.9197358114022,"grass","other","grass_to_other",1968
"grass_to_rough",11.0468370899366,108.115673466341,221.453240516327,102.697259015683,"grass","rough","grass_to_rough",1968
"grass_to_urban",19.4927509305429,118.325666078187,225.422626185134,97.6773156334737,"grass","urban","grass_to_urban",1968
"grass_to_woods",37.8825906037855,149.30815181319,264.773485622689,121.523135864279,"grass","woods","grass_to_woods",1968
"other_to_crops",1.22222947459318,25.989076196189,112.582658829902,10.1833157167052,"other","crops","other_to_crops",1968
"other_to_grass",1.61660750621933,30.6665519633921,104.661967097221,17.6944473117389,"other","grass","other_to_grass",1968
"other_to_rough",0.3485808685015,20.9000502242658,87.7740867034195,35.9319919219116,"other","rough","other_to_rough",1968
"other_to_urban",1.7317860243558,34.0802605898652,116.47933661576,51.7239113935884,"other","urban","other_to_urban",1968
"other_to_woods",2.12275557240126,30.8375052103007,106.885012317524,10.4235016476262,"other","woods","other_to_woods",1968
"rough_to_crops",2.87803200476096,45.9226094006182,158.87942287411,36.567516242087,"rough","crops","rough_to_crops",1968
"rough_to_grass",128.787710932128,260.063215626223,384.452345376739,258.531251799173,"rough","grass","rough_to_grass",1968
"rough_to_other",1.38793009642259,31.9803163559891,119.252649719511,1.62249568797558,"rough","other","rough_to_other",1968
"rough_to_urban",2.22709670259852,47.0557710045946,158.430497800178,79.1656685226498,"rough","urban","rough_to_urban",1968
"rough_to_woods",11.3003352890823,117.584854563629,231.731511469285,143.504728152976,"rough","woods","rough_to_woods",1968
"urban_to_crops",0.491929185227806,26.1700869151477,103.077541253051,0.207633408632704,"urban","crops","urban_to_crops",1968
"urban_to_grass",1.60259540307241,32.5824973073538,100.693344267313,21.0599813632173,"urban","grass","urban_to_grass",1968
"urban_to_other",0.475207302822363,18.9124259392707,65.0353138342817,22.347561579651,"urban","other","urban_to_other",1968
"urban_to_rough",1.12360233401807,26.8091385196585,89.1619683933521,25.0037862396801,"urban","rough","urban_to_rough",1968
"urban_to_woods",1.74980105238477,29.9016793240104,96.7481158952313,108.957273039661,"urban","woods","urban_to_woods",1968
"woods_to_crops",0.563964321396043,17.9872968147806,81.215796778575,20.1890114163813,"woods","crops","woods_to_crops",1968
"woods_to_grass",0.774372831006682,19.0570115973449,71.4716985126426,14.9756351999547,"woods","grass","woods_to_grass",1968
"woods_to_other",0.449151291694566,12.8391253678518,53.8993253416542,13.1082310341775,"woods","other","woods_to_other",1968
"woods_to_rough",0.709987495880204,14.845323183823,62.5617273225879,10.6115059610303,"woods","rough","woods_to_rough",1968
"woods_to_urban",1.0405317979507,16.8019411877811,59.9003230321806,20.0170054825319,"woods","urban","woods_to_urban",1968
"crops_to_grass",205.811435163709,342.066013397243,465.481432156065,468.548544532381,"crops","grass","crops_to_grass",1969
"crops_to_other",1.02261575214362,28.1520383169715,96.6499388440793,27.9646391468115,"crops","other","crops_to_other",1969
"crops_to_rough",1.78623842935327,32.1009033541634,127.711509040869,5.33164283499827,"crops","rough","crops_to_rough",1969
"crops_to_urban",1.35763109250207,44.5431535317332,134.734208496167,4.02177030970508,"crops","urban","crops_to_urban",1969
"crops_to_woods",3.62184486461986,60.4108380300642,158.953681858395,1.61099159139965,"crops","woods","crops_to_woods",1969
"grass_to_crops",520.580936804806,647.312142515168,775.464239352875,625.999231489236,"grass","crops","grass_to_crops",1969
"grass_to_other",1.33419444147993,37.936554317313,120.54231770143,28.1007896335404,"grass","other","grass_to_other",1969
"grass_to_rough",16.1745326665493,120.953283594846,238.184076830541,147.138621882896,"grass","rough","grass_to_rough",1969
"grass_to_urban",14.1286030328806,107.777154017793,230.036151106203,123.14387481142,"grass","urban","grass_to_urban",1969
"grass_to_woods",28.3249368649247,134.314514662812,261.769612842289,148.657338096647,"grass","woods","grass_to_woods",1969
"other_to_crops",0.658258347670661,24.4767213651648,89.3404705502981,52.2803731874467,"other","crops","other_to_crops",1969
"other_to_grass",1.33414648847944,34.4910712506117,116.373727520707,20.6244561763142,"other","grass","other_to_grass",1969
"other_to_rough",0.467186574252816,26.1452208885526,93.4871472969141,2.18442559942453,"other","rough","other_to_rough",1969
"other_to_urban",0.692970778648301,26.8385884522236,105.554080195375,46.7900837347512,"other","urban","other_to_urban",1969
"other_to_woods",1.18384038726197,36.1761377090854,118.115424528914,6.58679558557174,"other","woods","other_to_woods",1969
"rough_to_crops",1.78145373839186,40.7552872178969,136.453909535811,9.69427699358067,"rough","crops","rough_to_crops",1969
"rough_to_grass",126.901656586036,244.427658904067,373.070612487677,188.18332442872,"rough","grass","rough_to_grass",1969
"rough_to_other",0.964071857989356,29.8426585624697,118.025867543855,12.0898778846429,"rough","other","rough_to_other",1969
"rough_to_urban",1.85434363450944,49.2851846638133,163.488790436019,31.2654005202979,"rough","urban","rough_to_urban",1969
"rough_to_woods",11.9866166822095,110.808818786682,243.124012534306,161.314843092506,"rough","woods","rough_to_woods",1969
"urban_to_crops",1.0870197084122,29.9364291527306,105.154048110035,31.5361649703915,"urban","crops","urban_to_crops",1969
"urban_to_grass",1.23336017705747,38.0196539039833,116.758961813339,0.82932006173891,"urban","grass","urban_to_grass",1969
"urban_to_other",0.898036696557816,17.48669455612,64.2556201148417,7.80737989337099,"urban","other","urban_to_other",1969
"urban_to_rough",0.930816307478225,23.107786821932,92.5090324476328,9.3160977222379,"urban","rough","urban_to_rough",1969
"urban_to_woods",2.10967892638559,36.5780047756836,130.4284385812,67.0706014761682,"urban","woods","urban_to_woods",1969
"woods_to_crops",1.29718633233046,22.4952605578405,70.9510742028727,38.8314131923756,"woods","crops","woods_to_crops",1969
"woods_to_grass",0.657327513368624,22.7285373256372,89.3248407120524,15.990128402936,"woods","grass","woods_to_grass",1969
"woods_to_other",0.625475018999423,17.0988465608687,56.0879532130971,3.97118006676364,"woods","other","woods_to_other",1969
"woods_to_rough",0.419131816829848,21.3532848517827,85.5289659271428,18.5872639278792,"woods","rough","woods_to_rough",1969
"woods_to_urban",0.751212159348802,16.4258513901793,57.4088921456048,8.33696527093294,"woods","urban","woods_to_urban",1969
"crops_to_grass",167.468423862282,304.141184282029,424.0903750004,285.262241061489,"crops","grass","crops_to_grass",1970
"crops_to_other",1.16734963954994,23.2271278464664,95.6149009435533,26.7125231953589,"crops","other","crops_to_other",1970
"crops_to_rough",1.1619640682704,29.9113244847286,97.4796614580661,21.7196654203247,"crops","rough","crops_to_rough",1970
"crops_to_urban",2.01398298788022,48.9073348023899,155.951040942653,61.1854465771937,"crops","urban","crops_to_urban",1970
"crops_to_woods",2.49953569220079,62.7260561085308,162.303241096417,23.89820833513,"crops","woods","crops_to_woods",1970
"grass_to_crops",567.683695771996,679.425848237784,800.040383803601,632.605489773804,"grass","crops","grass_to_crops",1970
"grass_to_other",1.26262784002051,36.3665420858711,121.096102677902,32.1783213954807,"grass","other","grass_to_other",1970
"grass_to_rough",9.45656802436548,81.1930472972833,193.03051835336,55.8706995107084,"grass","rough","grass_to_rough",1970
"grass_to_urban",30.8523011338924,131.042304495098,247.341827259609,188.073999369926,"grass","urban","grass_to_urban",1970
"grass_to_woods",33.9732988717775,145.247090230922,266.345870738786,158.306127058457,"grass","woods","grass_to_woods",1970
"other_to_crops",1.11520782199469,26.9334577644832,77.2834219054965,45.3767436760742,"other","crops","other_to_crops",1970
"other_to_grass",0.780234356222878,25.7418900955526,92.1101111413026,30.9497642430303,"other","grass","other_to_grass",1970
"other_to_rough",1.15987782563557,22.0204719043854,80.4830343019984,15.9444569845656,"other","rough","other_to_rough",1970
"other_to_urban",1.52671729457598,26.6330379044743,110.085070807925,21.7374559434847,"other","urban","other_to_urban",1970
"other_to_woods",1.09425582073481,29.2661448892981,102.750420619825,20.7156872841015,"other","woods","other_to_woods",1970
"rough_to_crops",1.59189807449614,55.5662032441085,167.730262479816,31.3296626692821,"rough","crops","rough_to_crops",1970
"rough_to_grass",171.467033475013,280.885740966935,413.993222166029,259.497823779164,"rough","grass","rough_to_grass",1970
"rough_to_other",1.0563137981246,33.8148638678988,125.618297579497,12.6824146977312,"rough","other","rough_to_other",1970
"rough_to_urban",2.78716968240026,52.7428784423502,164.176262140791,43.8904244769079,"rough","urban","rough_to_urban",1970
"rough_to_woods",24.4682631926037,141.71332979868,260.057811296315,178.166006404802,"rough","woods","rough_to_woods",1970
"urban_to_crops",0.815242532050467,24.8378463015175,92.0239807939302,59.8862938689139,"urban","crops","urban_to_crops",1970
"urban_to_grass",1.58818593523875,32.5173389351817,112.945796056687,30.1292887579877,"urban","grass","urban_to_grass",1970
"urban_to_other",0.817285305733842,17.9302278910726,75.1393402862944,13.14028145847,"urban","other","urban_to_other",1970
"urban_to_rough",1.06722448162906,20.2618736219859,83.8047020534933,32.9857908347471,"urban","rough","urban_to_rough",1970
"urban_to_woods",1.6117688341252,35.5201904649467,124.382667569686,17.5340677174568,"urban","woods","urban_to_woods",1970
"woods_to_crops",1.30125790370333,17.2687359131033,86.7031906362104,19.2010779229558,"woods","crops","woods_to_crops",1970
"woods_to_grass",0.956607749057458,18.5071572506197,73.0491161954889,18.4320523436795,"woods","grass","woods_to_grass",1970
"woods_to_other",0.586001135836744,11.9038265777136,58.1057399231874,17.0965012071189,"woods","other","woods_to_other",1970
"woods_to_rough",0.406714483320272,15.6011120625676,72.7434080803156,17.3177538402301,"woods","rough","woods_to_rough",1970
"woods_to_urban",0.911447805004701,21.8509853036392,70.9238054790974,4.72607634965303,"woods","urban","woods_to_urban",1970
"crops_to_grass",289.716812159392,416.19481540604,533.804620547245,454.615951999742,"crops","grass","crops_to_grass",1971
"crops_to_other",1.07633383312207,30.0351332364349,119.159815589944,11.213603002338,"crops","other","crops_to_other",1971
"crops_to_rough",1.42201489650198,40.3959951860982,127.087963536918,26.4017635147571,"crops","rough","crops_to_rough",1971
"crops_to_urban",3.73734380814368,53.5028710548004,168.190234399833,44.6337119156092,"crops","urban","crops_to_urban",1971
"crops_to_woods",3.42906880709412,57.5617596102496,156.96890273855,62.5675610747398,"crops","woods","crops_to_woods",1971
"grass_to_crops",607.089136150011,736.469103933161,862.723752428859,726.500633186864,"grass","crops","grass_to_crops",1971
"grass_to_other",0.793651445378895,44.9347361173886,107.724845799402,61.3690451532997,"grass","other","grass_to_other",1971
"grass_to_rough",32.0420971823845,129.679793930968,242.522635219325,153.157773023987,"grass","rough","grass_to_rough",1971
"grass_to_urban",28.7147052233931,148.376509322248,266.486278192017,131.141376228866,"grass","urban","grass_to_urban",1971
"grass_to_woods",69.5309065300632,180.28118949052,291.942611447264,229.277013473541,"grass","woods","grass_to_woods",1971
"other_to_crops",1.0959635566662,24.7504027044865,86.8314940987685,4.27080546091527,"other","crops","other_to_crops",1971
"other_to_grass",0.656606619625497,25.3636598886735,92.6004795820391,0.649037892782097,"other","grass","other_to_grass",1971
"other_to_rough",0.704892572895445,20.9305410166718,83.4142034164293,8.49817655031667,"other","rough","other_to_rough",1971
"other_to_urban",1.21398496838745,22.3122170286407,83.950937889989,9.35068820487288,"other","urban","other_to_urban",1971
"other_to_woods",0.987662622441029,28.4583291975932,114.335911227136,35.9505645562239,"other","woods","other_to_woods",1971
"rough_to_crops",2.01073210477284,48.699702703029,153.67929653951,21.7511513655125,"rough","crops","rough_to_crops",1971
"rough_to_grass",158.272576357832,282.003521087552,407.667922058614,309.424013950059,"rough","grass","rough_to_grass",1971
"rough_to_other",1.50916750288304,37.2375778127814,122.656154848564,0.14567869577408,"rough","other","rough_to_other",1971
"rough_to_urban",2.87510468355238,57.2932776907031,154.321116559438,50.8173423896775,"rough","urban","rough_to_urban",1971
"rough_to_woods",53.1580337411336,159.550525874101,296.485965320279,155.978903519147,"rough","woods","rough_to_woods",1971
"urban_to_crops",1.49006670995119,24.3139048632936,81.3753565604594,70.8125143822406,"urban","crops","urban_to_crops",1971
"urban_to_grass",1.41578408137577,33.9681445437367,106.379309520847,1.14783245150248,"urban","grass","urban_to_grass",1971
"urban_to_other",0.530605406347594,20.556472673515,77.6451950115169,22.8140883864569,"urban","other","urban_to_other",1971
"urban_to_rough",1.00279434698906,18.5627120165518,70.431952692143,6.73622480089267,"urban","rough","urban_to_rough",1971
"urban_to_woods",1.37326600500747,28.1083250537675,101.496545744536,9.23944360627223,"urban","woods","urban_to_woods",1971
"woods_to_crops",0.638613477678757,18.692853756124,71.1991615011826,9.43923935666687,"woods","crops","woods_to_crops",1971
"woods_to_grass",1.0677961544576,18.187328492828,76.275095723988,13.0526057800453,"woods","grass","woods_to_grass",1971
"woods_to_other",0.785878310748057,14.2678219705019,64.8866427726895,18.3773530030065,"woods","other","woods_to_other",1971
"woods_to_rough",0.685581457255816,16.9254749582394,64.1052688712475,15.7530233179065,"woods","rough","woods_to_rough",1971
"woods_to_urban",0.975592415980658,19.001731769504,72.2440462988774,37.9634116452164,"woods","urban","woods_to_urban",1971
"crops_to_grass",429.218476054054,576.425641712698,700.631104854685,633.185567561577,"crops","grass","crops_to_grass",1972
"crops_to_other",0.985632831617771,22.427607748946,97.0361398179903,46.3860000474658,"crops","other","crops_to_other",1972
"crops_to_rough",0.975658982731957,31.7756382711174,116.062967877806,30.1239309956117,"crops","rough","crops_to_rough",1972
"crops_to_urban",3.3278111212893,60.0769409800418,171.044198572298,36.1665759502671,"crops","urban","crops_to_urban",1972
"crops_to_woods",0.608073699194241,57.1342709108048,169.79787363579,15.3540931164227,"crops","woods","crops_to_woods",1972
"grass_to_crops",637.841267474878,759.929275197649,871.304152683159,795.425992301638,"grass","crops","grass_to_crops",1972
"grass_to_other",1.52449004056001,39.7878622785397,120.750452401428,10.073537003508,"grass","other","grass_to_other",1972
"grass_to_rough",68.6527807499931,181.420894713244,307.37075815584,203.801963192121,"grass","rough","grass_to_rough",1972
"grass_to_urban",17.1434443442667,101.98640214059,236.755589190449,166.566418512999,"grass","urban","grass_to_urban",1972
"grass_to_woods",22.1409905576393,138.037241606452,277.350962693542,116.761756560941,"grass","woods","grass_to_woods",1972
"other_to_crops",0.777153606206251,29.0593159643308,106.788404039713,9.72861305961043,"other","crops","other_to_crops",1972
"other_to_grass",1.59265505797278,31.1765238463545,95.4494845608587,46.747114323757,"other","grass","other_to_grass",1972
"other_to_rough",1.6994983146932,21.3507917565635,87.4253319680888,15.9582384661698,"other","rough","other_to_rough",1972
"other_to_urban",0.880725309651013,25.1236936633556,107.56939478596,30.2376391260183,"other","urban","other_to_urban",1972
"other_to_woods",1.57802812708034,34.4464845695559,136.231618286797,41.6126671565188,"other","woods","other_to_woods",1972
"rough_to_crops",1.96001644223826,54.3055115845875,159.268374623281,9.75476775762129,"rough","crops","rough_to_crops",1972
"rough_to_grass",69.1603001535995,284.94381823155,412.583120509904,337.044022629695,"rough","grass","rough_to_grass",1972
"rough_to_other",1.04263867074876,35.2477666902629,115.253425679966,13.7568775788632,"rough","other","rough_to_other",1972
"rough_to_urban",3.97558179880019,66.9916427867839,184.023459169965,64.4290940640641,"rough","urban","rough_to_urban",1972
"rough_to_woods",44.3035468336608,172.068216116048,293.889664132616,220.034957293707,"rough","woods","rough_to_woods",1972
"urban_to_crops",0.942608649666714,26.519652104962,96.2304296120675,30.0182281095084,"urban","crops","urban_to_crops",1972
"urban_to_grass",2.2207208776616,37.8582930753223,118.849636460679,16.6577153071019,"urban","grass","urban_to_grass",1972
"urban_to_other",0.620896470782334,16.1847184497677,63.8934059063457,45.1491915091822,"urban","other","urban_to_other",1972
"urban_to_rough",1.57907556346807,32.6464510133738,103.04065672966,43.9804786555236,"urban","rough","urban_to_rough",1972
"urban_to_woods",1.53740091153509,31.002025980214,95.1732940841019,21.6042187969618,"urban","woods","urban_to_woods",1972
"woods_to_crops",0.744627818175951,19.702596559857,70.6314368166085,25.0788230416967,"woods","crops","woods_to_crops",1972
"woods_to_grass",1.15806257854736,24.0899089861978,86.1035541411764,6.62985207934654,"woods","grass","woods_to_grass",1972
"woods_to_other",0.21193068676114,10.9783500484223,49.1765231207177,0.73988477780332,"woods","other","woods_to_other",1972
"woods_to_rough",0.476244903572607,15.027879277464,66.0251140857835,11.063636564153,"woods","rough","woods_to_rough",1972
"woods_to_urban",1.1242668839345,26.1761560804525,79.112782049599,7.16641578899331,"woods","urban","woods_to_urban",1972
"crops_to_grass",545.986085097185,660.625588379669,770.187031339686,770.906450890279,"crops","grass","crops_to_grass",1973
"crops_to_other",1.25169933935042,31.8512188536245,109.874672601211,34.0611268665344,"crops","other","crops_to_other",1973
"crops_to_rough",2.67057305230058,50.588617415492,139.014845277828,16.3897929125101,"crops","rough","crops_to_rough",1973
"crops_to_urban",6.39201507569222,68.7289311491759,183.155553936015,88.7920685079414,"crops","urban","crops_to_urban",1973
"crops_to_woods",2.99432806228568,63.2615991692581,171.710279471426,29.9345269627759,"crops","woods","crops_to_woods",1973
"grass_to_crops",714.567476038429,840.90758101678,978.038590073638,954.414709642645,"grass","crops","grass_to_crops",1973
"grass_to_other",0.83822493999199,31.8741602238211,98.9752773298886,20.9906166683953,"grass","other","grass_to_other",1973
"grass_to_rough",153.739985957041,282.216022988051,405.61248165132,291.019947302081,"grass","rough","grass_to_rough",1973
"grass_to_urban",5.42785675829229,101.866054415135,214.942977106833,56.8254586782289,"grass","urban","grass_to_urban",1973
"grass_to_woods",25.6341049712392,121.359835180706,267.209415217411,133.282396689457,"grass","woods","grass_to_woods",1973
"other_to_crops",0.941271907721844,22.756973238231,86.7102623131764,42.6765706789003,"other","crops","other_to_crops",1973
"other_to_grass",0.841910942227006,32.8790424881341,138.732591165718,7.15683713185917,"other","grass","other_to_grass",1973
"other_to_rough",1.12876553395307,31.7117218152977,117.691372171973,17.3462114377406,"other","rough","other_to_rough",1973
"other_to_urban",1.28310260649453,26.9862452323182,93.9075544377607,40.9877609023705,"other","urban","other_to_urban",1973
"other_to_woods",1.19133650876765,38.9137940455778,130.281200782716,2.19669346043451,"other","woods","other_to_woods",1973
"rough_to_crops",1.25394314619894,50.1823742984361,174.80400463487,12.7962103410171,"rough","crops","rough_to_crops",1973
"rough_to_grass",146.451957600942,281.98626153861,411.357263306866,230.455834150054,"rough","grass","rough_to_grass",1973
"rough_to_other",1.0992202186414,31.3240042278486,107.179850240715,29.7944368531335,"rough","other","rough_to_other",1973
"rough_to_urban",2.6557385068038,42.7909321503548,119.492458198595,29.0575206481124,"rough","urban","rough_to_urban",1973
"rough_to_woods",27.0322865846332,152.826743241718,271.55540780933,239.248982306951,"rough","woods","rough_to_woods",1973
"urban_to_crops",0.791094578743094,28.477103349168,108.870272294168,20.8248291417555,"urban","crops","urban_to_crops",1973
"urban_to_grass",2.67776783336421,42.6041127017683,120.273496144102,59.3255063204716,"urban","grass","urban_to_grass",1973
"urban_to_other",0.874085796435686,22.109390878491,84.3465030707608,12.91705956395,"urban","other","urban_to_other",1973
"urban_to_rough",1.48419154622135,30.6410202773578,107.136216480164,12.374347158369,"urban","rough","urban_to_rough",1973
"urban_to_woods",1.01709926051673,32.5979055177942,123.543820229396,23.9050969856163,"urban","woods","urban_to_woods",1973
"woods_to_crops",1.68127183108843,24.6686804745166,82.7027183639128,1.07419091124461,"woods","crops","woods_to_crops",1973
"woods_to_grass",0.630038631272655,25.8524886475054,83.8437734336855,35.5116395174726,"woods","grass","woods_to_grass",1973
"woods_to_other",0.375375086039988,12.6088225056186,60.6678068455853,3.84867475008108,"woods","other","woods_to_other",1973
"woods_to_rough",1.00582772929386,18.4750067673559,66.4074583503831,27.0864713130509,"woods","rough","woods_to_rough",1973
"woods_to_urban",0.618800233312887,21.4540305968222,78.0648986671063,21.3624830226085,"woods","urban","woods_to_urban",1973
"crops_to_grass",615.846020430236,749.162228988916,879.325368983506,796.641867227629,"crops","grass","crops_to_grass",1974
"crops_to_other",1.10212548261901,29.8748070550772,97.0937528995623,37.0488165049049,"crops","other","crops_to_other",1974
"crops_to_rough",4.54730504025281,62.407626872186,157.537825675187,66.7102828750954,"crops","rough","crops_to_rough",1974
"crops_to_urban",1.35535716294474,45.5544897319081,158.772627243175,32.5957947286484,"crops","urban","crops_to_urban",1974
"crops_to_woods",2.96728212185788,57.9822068728173,166.517937647224,20.7530662807838,"crops","woods","crops_to_woods",1974
"grass_to_crops",854.394353005276,984.459094030618,1112.53844549753,1026.33840439901,"grass","crops","grass_to_crops",1974
"grass_to_other",1.61426707311242,40.5163976115931,139.400816619755,33.0298680670725,"grass","other","grass_to_other",1974
"grass_to_rough",76.8384884892081,286.108312248827,415.145671903867,330.500884688348,"grass","rough","grass_to_rough",1974
"grass_to_urban",27.1762918836047,124.532053389172,254.456954468238,86.6313397954422,"grass","urban","grass_to_urban",1974
"grass_to_woods",19.6612690087786,142.54560253125,256.295438925685,147.536180125786,"grass","woods","grass_to_woods",1974
"other_to_crops",1.19385058086031,27.873978341095,102.60338291311,25.3240901984632,"other","crops","other_to_crops",1974
"other_to_grass",1.99759164766519,35.5883453817395,112.167923809586,0.232392327422488,"other","grass","other_to_grass",1974
"other_to_rough",1.19536891282443,24.7996280905538,98.0061760680851,16.571334112248,"other","rough","other_to_rough",1974
"other_to_urban",1.05861531329315,27.7430420162947,97.5352604333899,22.3653837845315,"other","urban","other_to_urban",1974
"other_to_woods",1.33256192654889,33.2306600773956,135.722641640066,17.9166419132612,"other","woods","other_to_woods",1974
"rough_to_crops",1.16936382880309,34.1847748076875,130.01233851411,42.042307200563,"rough","crops","rough_to_crops",1974
"rough_to_grass",146.452376825091,296.092453957228,408.466622550691,302.757032280377,"rough","grass","rough_to_grass",1974
"rough_to_other",2.95964388260243,38.1696752841098,131.459674661596,37.7089907168092,"rough","other","rough_to_other",1974
"rough_to_urban",2.77343136108649,54.370998934916,179.993022221355,59.8133486643686,"rough","urban","rough_to_urban",1974
"rough_to_woods",61.5878506345992,166.598501496726,277.952710355969,250.987207696363,"rough","woods","rough_to_woods",1974
"urban_to_crops",1.07324511918166,31.7983400650075,116.715448420224,3.3115992608082,"urban","crops","urban_to_crops",1974
"urban_to_grass",0.99849195691992,29.8726842442346,107.731878880543,2.63939355010575,"urban","grass","urban_to_grass",1974
"urban_to_other",0.548880855570223,18.5967481039578,77.9041183092453,21.5346806475104,"urban","other","urban_to_other",1974
"urban_to_rough",1.47664257690548,31.5690328028964,126.814522656866,17.1111885335329,"urban","rough","urban_to_rough",1974
"urban_to_woods",1.61822084377939,31.3487272686541,105.001249119469,31.9035366162748,"urban","woods","urban_to_woods",1974
"woods_to_crops",0.812664796176131,16.0122270930903,58.8741757075116,21.7785062274638,"woods","crops","woods_to_crops",1974
"woods_to_grass",0.592191152772121,27.0650623003026,86.1868805858835,49.3734075747151,"woods","grass","woods_to_grass",1974
"woods_to_other",0.80810013976939,14.2925797825757,63.641155362128,26.8975191060228,"woods","other","woods_to_other",1974
"woods_to_rough",0.958146814184595,22.21900540599,73.0114756340195,21.8335412277573,"woods","rough","woods_to_rough",1974
"woods_to_urban",0.691804992848476,17.0780934530642,67.4602112250952,12.2420313475587,"woods","urban","woods_to_urban",1974
"crops_to_grass",725.76450896461,869.178976414337,997.673396920863,828.905107737982,"crops","grass","crops_to_grass",1975
"crops_to_other",1.1227259592094,32.3846499679725,110.556776022103,17.4873481253675,"crops","other","crops_to_other",1975
"crops_to_rough",1.35739491128867,37.3395429753918,138.449775657766,26.8546358020522,"crops","rough","crops_to_rough",1975
"crops_to_urban",2.70306521774353,63.7956430093018,145.225394030875,96.0761327095845,"crops","urban","crops_to_urban",1975
"crops_to_woods",7.77526907619153,57.9998348698514,165.430697271052,94.7810574928021,"crops","woods","crops_to_woods",1975
"grass_to_crops",887.247924952406,1026.76342948382,1150.34803716932,1064.93637985086,"grass","crops","grass_to_crops",1975
"grass_to_other",1.27746230882491,29.8495976901087,104.321569500457,17.3776223560777,"grass","other","grass_to_other",1975
"grass_to_rough",223.856733363529,379.154473778559,517.034648853141,387.630826145396,"grass","rough","grass_to_rough",1975
"grass_to_urban",13.3104109781953,108.751768943778,235.056743330835,99.3096425016067,"grass","urban","grass_to_urban",1975
"grass_to_woods",6.53742907039048,92.8314835417829,243.409420206029,101.567973432136,"grass","woods","grass_to_woods",1975
"other_to_crops",2.07119645623931,24.3480715053384,101.438714180931,11.0845169652597,"other","crops","other_to_crops",1975
"other_to_grass",2.49358894667701,32.1197362700521,114.918632396087,32.7184109755883,"other","grass","other_to_grass",1975
"other_to_rough",1.430412263534,27.1800397737379,113.707857216572,56.1773130533247,"other","rough","other_to_rough",1975
