"u","area_q025","area_q50","area_q975","area_MAP","time"
"rough",-278.232925956792,-176.192619177627,-52.2156672351371,-240.5816551215,1974
"urban",-9.05034074787324,127.36771250584,241.510609623294,137.147499712317,1974
"woods",237.125187999142,332.244875139477,433.019575306819,336.971627148951,1974
"crops",-16.4576770348882,99.8903240805246,207.244574304299,36.4891291238018,1975
"grass",-493.421540036602,-374.930700441206,-267.288650167964,-389.201138650379,1975
"other",-132.014188292812,-18.9615834272695,103.755563134142,-56.79419640265,1975
"rough",-222.717410944709,-127.400585606849,-8.57092521621902,-120.223394838453,1975
"urban",-8.70056606336401,112.078535388128,224.502136712052,186.792979642308,1975
"woods",209.393922083041,300.903619690449,401.810158713513,342.936621125372,1975
"crops",-27.0736121484294,92.1259156607799,224.72871833619,128.92495685661,1976
"grass",-485.314634397018,-353.606278533671,-242.583305682558,-326.730201045498,1976
"other",-142.285362143333,-35.8480830346868,83.2505025432661,-70.4077026120539,1976
"rough",-225.227510705376,-106.725144412442,-1.20976755616599,-135.019923268458,1976
"urban",-5.60811933481436,95.7319188072895,199.563409514182,104.139571758895,1976
"woods",196.104358046678,303.296582969622,393.254364492226,299.093298310505,1976
"crops",36.2455132819344,145.187130897348,256.904971068091,157.575471141986,1977
"grass",-581.045174737221,-443.697992727791,-333.883508581704,-513.149587809247,1977
"other",-78.4937494154329,30.8313049904665,139.991776384907,62.0391059540619,1977
"rough",-331.059402777059,-213.154652973209,-96.4649620412346,-202.71735395987,1977
"urban",23.4361283953543,161.777865693949,270.722206383935,147.008843891541,1977
"woods",233.509699009026,325.654425946633,418.579609014811,349.243520781527,1977
"crops",-72.2075968124605,53.7524404713661,168.909620438059,60.1539972412752,1978
"grass",-495.628074243115,-369.319930298412,-243.577106407617,-339.267366169694,1978
"other",-143.463337636866,-27.4788226252115,81.4662557926438,-31.7963019354328,1978
"rough",-164.303553237643,-49.9606113479487,64.8754415386508,-52.2794468156346,1978
"urban",-4.63624997419578,96.3023655170359,207.877613708859,122.040396729194,1978
"woods",199.326014051025,297.140190693409,395.711242940308,241.148720950293,1978
"crops",-89.0957568998738,13.162670253284,132.974608418471,47.942185625762,1979
"grass",-401.545128526809,-271.490414971132,-157.640194063019,-253.535310879674,1979
"other",-117.132386237377,-5.59660964858615,96.1868555341397,-15.1010913499993,1979
"rough",-278.778998775898,-173.404003316928,-74.021096634623,-278.778998775898,1979
"urban",-0.382741464838846,109.836046293444,233.439072808129,156.965800989346,1979
"woods",230.709736337613,330.618550108729,416.348149721332,342.507414390463,1979
"crops",-126.601903686787,-23.3339841668172,85.2857447794914,-13.6341781315418,1980
"grass",-484.885801354112,-361.478683522787,-255.592448537527,-381.080877260978,1980
"other",-138.648864978769,-28.9222039770623,76.1280590741765,-26.4117635625176,1980
"rough",-78.7873778734165,30.1344582868879,133.125985916776,28.9742971736626,1980
"urban",-41.8233827023723,71.7282833541569,189.181830109948,117.14250552271,1980
"woods",219.817199769366,302.648693208467,398.978066084987,275.010016258665,1980
"crops",-111.077879413937,10.0948396487912,136.549252058053,29.1713257617878,1981
"grass",-504.039611973845,-382.253697691787,-255.121906866389,-429.160624720479,1981
"other",-67.4941242592322,44.8062299872463,156.344053745799,19.3017827908293,1981
"rough",-311.185894617551,-203.219861990349,-94.619630267034,-185.203050774503,1981
"urban",34.5758639974507,182.468265436494,297.169570672219,216.829250183879,1981
"woods",259.241024280352,352.59849020171,445.454312797155,349.061316758486,1981
"crops",-88.5021725026197,20.2417411692918,132.938641474634,-0.552702751217112,1982
"grass",-406.925956362054,-286.979614314366,-162.852542812703,-272.839078693007,1982
"other",-122.190982408927,-6.00091377652349,101.247051462014,43.0110693104698,1982
